n,p,sigma,T,rmse_mean,rmse_sd,source_file
1000,5,0.5,70,0.1524252638220787,0.0046831565376769,rmse_table_all_1000.csv
1000,5,0.5,75,0.1527966186404228,0.0051029517053581,rmse_table_all_1000.csv
1000,5,0.5,80,0.153049273788929,0.0035082488040498,rmse_table_all_1000.csv
1000,5,0.5,85,0.1570314109325409,0.0061670034535855,rmse_table_all_1000.csv
1000,5,0.5,90,0.1542725548148155,0.0032291626660343,rmse_table_all_1000.csv
1000,5,0.5,95,0.1553791210055351,0.0037767498743975,rmse_table_all_1000.csv
1000,5,1.0,20,0.245845803618431,0.0111616951787516,rmse_table_all_1000.csv
1000,5,1.0,30,0.2284388661384582,0.0071307452664399,rmse_table_all_1000.csv
1000,5,1.0,40,0.2281089097261429,0.004330150304506,rmse_table_all_1000.csv
1000,5,1.0,50,0.2274421572685241,0.008414964359616,rmse_table_all_1000.csv
1000,5,1.0,60,0.2284627646207809,0.0054033426978256,rmse_table_all_1000.csv
1000,5,1.0,70,0.231899431347847,0.00645518738754,rmse_table_all_1000.csv
1000,5,1.0,80,0.2375494956970215,0.0050841714196666,rmse_table_all_1000.csv
1000,5,1.0,90,0.2384254902601242,0.0032902735725486,rmse_table_all_1000.csv
1000,10,0.25,5,0.4984782814979553,0.0078192389040817,rmse_table_all_1000.csv
1000,10,0.25,15,0.2608183801174163,0.0189503986481636,rmse_table_all_1000.csv
1000,10,0.25,25,0.2028630882501602,0.0042861389239127,rmse_table_all_1000.csv
1000,10,0.25,35,0.1902549237012863,0.0087326293279365,rmse_table_all_1000.csv
1000,10,0.25,45,0.1799371629953384,0.0060816378677216,rmse_table_all_1000.csv
1000,10,0.25,55,0.15287307202816,0.0015533026789576,rmse_table_all_1000.csv
1000,10,0.25,65,0.1521257072687149,0.0061950547976532,rmse_table_all_1000.csv
1000,10,0.25,75,0.1391240954399109,0.0040784643561477,rmse_table_all_1000.csv
1000,10,0.25,85,0.1372906893491745,0.0081097601460172,rmse_table_all_1000.csv
1000,10,0.25,95,0.1365612298250198,0.0043541870879203,rmse_table_all_1000.csv
1000,10,0.25,105,0.1295898512005805,0.0033656239209307,rmse_table_all_1000.csv
1000,10,0.25,115,0.1267816409468651,0.0012487298759761,rmse_table_all_1000.csv
1000,10,0.25,125,0.1291466042399406,0.0042757293071322,rmse_table_all_1000.csv
1000,10,0.25,135,0.1335513323545455,0.0044664287223544,rmse_table_all_1000.csv
1000,10,0.25,145,0.1281106069684028,0.0034680250037773,rmse_table_all_1000.csv
1000,10,0.25,155,0.1291867509484291,0.0037914923676391,rmse_table_all_1000.csv
1000,10,0.25,165,0.1289950102567672,0.0035372749187422,rmse_table_all_1000.csv
1000,10,0.25,175,0.1292303323745727,0.0021951688788645,rmse_table_all_1000.csv
1000,10,0.25,185,0.133163583278656,0.0026941099292621,rmse_table_all_1000.csv
1000,10,0.25,195,0.1285658329725265,0.0029716362821648,rmse_table_all_1000.csv
1000,10,0.25,205,0.1297838538885116,0.0053079549311957,rmse_table_all_1000.csv
1000,10,0.25,215,0.1310282424092292,0.0049634974929894,rmse_table_all_1000.csv
1000,10,0.25,225,0.1389854729175567,0.0051438764246284,rmse_table_all_1000.csv
1000,10,0.25,235,0.1342690467834472,0.00346273234385,rmse_table_all_1000.csv
1000,10,0.25,245,0.1332647264003753,0.0052044047819501,rmse_table_all_1000.csv
1000,10,0.25,255,0.1303399473428726,0.0015445790748927,rmse_table_all_1000.csv
1000,10,0.25,265,0.1298390045762062,0.0034425922055625,rmse_table_all_1000.csv
1000,10,0.25,275,0.1320190072059631,0.0034961782976688,rmse_table_all_1000.csv
1000,10,0.25,285,0.1361285269260406,0.0046202453942992,rmse_table_all_1000.csv
1000,10,0.25,295,0.1345347672700882,0.0039827755373342,rmse_table_all_1000.csv
1000,10,0.25,305,0.1333223491907119,0.0024796449843077,rmse_table_all_1000.csv
1000,10,0.25,315,0.1346229791641235,0.002216468062059,rmse_table_all_1000.csv
1000,10,0.25,325,0.1384142279624939,0.0028049895583784,rmse_table_all_1000.csv
1000,10,0.25,335,0.1381036520004272,0.0033725421399266,rmse_table_all_1000.csv
1000,10,0.25,345,0.1359189450740814,0.0029108411689547,rmse_table_all_1000.csv
1000,10,0.25,355,0.1390451282262802,0.0048385466697832,rmse_table_all_1000.csv
1000,10,0.25,365,0.1377383202314376,0.0020252319677201,rmse_table_all_1000.csv
1000,10,0.25,375,0.1380067408084869,0.0038607246405264,rmse_table_all_1000.csv
1000,10,0.25,385,0.1405477434396743,0.0023805823051231,rmse_table_all_1000.csv
1000,10,0.25,395,0.1419149190187454,0.0053118765457239,rmse_table_all_1000.csv
1000,10,0.25,405,0.1379051029682159,0.0016445882571008,rmse_table_all_1000.csv
1000,10,0.25,415,0.140611732006073,0.002161787905921,rmse_table_all_1000.csv
1000,10,0.25,425,0.1435159116983413,0.004597151277102,rmse_table_all_1000.csv
1000,10,0.25,435,0.1415056437253952,0.0032824132054319,rmse_table_all_1000.csv
1000,10,0.25,445,0.1415659785270691,0.0014154206084832,rmse_table_all_1000.csv
1000,10,0.25,455,0.1408996492624283,0.0029165897961021,rmse_table_all_1000.csv
1000,10,0.25,465,0.1419345706701278,0.0027335911716659,rmse_table_all_1000.csv
1000,10,0.25,475,0.1454923838376998,0.0029056263722956,rmse_table_all_1000.csv
1000,10,0.25,485,0.1445161283016204,0.001174981330589,rmse_table_all_1000.csv
1000,10,0.25,495,0.14145028591156,0.0018118378390753,rmse_table_all_1000.csv
1000,10,1.0,30,0.3066292524337768,0.0198938967411833,rmse_table_all_1000.csv
1000,10,1.0,40,0.2692488133907318,0.0041180627090337,rmse_table_all_1000.csv
1000,10,1.0,50,0.2566617697477341,0.0092653039102099,rmse_table_all_1000.csv
1000,10,1.0,60,0.2569710969924926,0.0152252427120609,rmse_table_all_1000.csv
1000,10,1.0,70,0.2447734862565994,0.0124206032885017,rmse_table_all_1000.csv
1000,10,1.0,80,0.242237964272499,0.0052925169754223,rmse_table_all_1000.csv
1000,10,1.0,90,0.2472188681364059,0.0051022016242579,rmse_table_all_1000.csv
1000,10,1.0,100,0.2476799964904785,0.0110360045808212,rmse_table_all_1000.csv
1000,10,1.0,110,0.2471760392189025,0.0048741282019828,rmse_table_all_1000.csv
1000,10,1.0,120,0.2449313044548034,0.0029609097056611,rmse_table_all_1000.csv
1000,10,1.0,130,0.2456615030765533,0.0031375015678811,rmse_table_all_1000.csv
1000,10,1.0,140,0.2469842076301574,0.0069116628913779,rmse_table_all_1000.csv
1000,20,0.25,50,0.2611593276262283,0.0067476558447946,rmse_table_all_1000.csv
1000,20,0.25,70,0.2279628381133079,0.0056617294897556,rmse_table_all_1000.csv
1000,20,0.25,90,0.2039519697427749,0.0067230165548264,rmse_table_all_1000.csv
1000,20,0.25,110,0.1895921364426613,0.0030469209094129,rmse_table_all_1000.csv
1000,20,0.25,130,0.1874578535556793,0.0077935920587442,rmse_table_all_1000.csv
1000,20,0.25,150,0.1728039681911468,0.0113199720950065,rmse_table_all_1000.csv
1000,20,0.25,170,0.1655108138918876,0.0068118050305739,rmse_table_all_1000.csv
1000,20,0.25,190,0.1654692664742469,0.0065755922732156,rmse_table_all_1000.csv
1000,20,0.25,210,0.1638228252530097,0.0068105363176913,rmse_table_all_1000.csv
1000,20,0.25,230,0.1611083582043647,0.0042409142361878,rmse_table_all_1000.csv
1000,20,0.25,250,0.1631714433431625,0.0071140090198051,rmse_table_all_1000.csv
1000,20,0.25,270,0.163646513223648,0.005861505918586,rmse_table_all_1000.csv
1000,20,0.25,290,0.1571341425180435,0.0034818666663589,rmse_table_all_1000.csv
1000,20,0.25,310,0.1586314618587493,0.0071876447284236,rmse_table_all_1000.csv
1000,20,0.25,330,0.1582971885800361,0.0065079669072795,rmse_table_all_1000.csv
1000,20,0.25,350,0.1591977760195732,0.0051615866400117,rmse_table_all_1000.csv
1000,20,0.25,370,0.1581333488225937,0.0067445813231185,rmse_table_all_1000.csv
1000,20,0.25,390,0.156024369597435,0.006254395253983,rmse_table_all_1000.csv
1000,20,0.5,150,0.2298142910003662,0.0093897724469286,rmse_table_all_1000.csv
1000,20,0.5,160,0.2250624656677246,0.0040872045076482,rmse_table_all_1000.csv
1000,20,0.5,170,0.2304995387792587,0.0138108644873673,rmse_table_all_1000.csv
1000,20,0.5,180,0.2252514660358429,0.0109001328845839,rmse_table_all_1000.csv
1000,20,0.5,190,0.2229403734207153,0.0051136683314987,rmse_table_all_1000.csv
1000,20,0.5,200,0.2177730411291122,0.0043870532539443,rmse_table_all_1000.csv
1000,20,0.5,210,0.2261291623115539,0.0092288078306648,rmse_table_all_1000.csv
1000,20,0.5,220,0.2160211861133575,0.0065288321323014,rmse_table_all_1000.csv
1000,20,0.5,230,0.2175298690795898,0.0063614528482906,rmse_table_all_1000.csv
1000,20,0.5,240,0.2176696181297302,0.0044365125576857,rmse_table_all_1000.csv
1000,20,0.5,250,0.2144352823495864,0.0047614215584463,rmse_table_all_1000.csv
1000,20,0.5,260,0.2189383298158645,0.0048061179694069,rmse_table_all_1000.csv
1000,20,0.5,270,0.2162402838468551,0.0028871413796656,rmse_table_all_1000.csv
1000,20,0.5,280,0.2145891070365905,0.0065031092041075,rmse_table_all_1000.csv
1000,20,0.5,290,0.2173406809568405,0.0029391374008466,rmse_table_all_1000.csv
1000,20,0.5,300,0.2201608628034591,0.0081767114999816,rmse_table_all_1000.csv
1000,20,1.0,80,0.3271147787570953,0.0156707162334075,rmse_table_all_1000.csv
1000,20,1.0,100,0.3005316853523254,0.0056762130310768,rmse_table_all_1000.csv
1000,20,1.0,120,0.2864421069622039,0.0012405345423348,rmse_table_all_1000.csv
1000,20,1.0,140,0.2839486122131348,0.0040281158914271,rmse_table_all_1000.csv
1000,20,1.0,160,0.2796872496604919,0.0032475990727534,rmse_table_all_1000.csv
1000,20,1.0,180,0.2785191118717193,0.0054430741737207,rmse_table_all_1000.csv
1000,20,1.0,200,0.2769495248794555,0.0025980712777634,rmse_table_all_1000.csv
1000,20,1.0,220,0.2719301700592041,0.0025364376261943,rmse_table_all_1000.csv
1000,20,1.0,240,0.2703438818454742,0.0023910133964325,rmse_table_all_1000.csv
1000,20,1.0,260,0.2738441348075867,0.0017398487038368,rmse_table_all_1000.csv
1000,20,1.0,280,0.273153692483902,0.0016434548716352,rmse_table_all_1000.csv
1000,20,1.0,300,0.2746949076652527,0.005155247136648,rmse_table_all_1000.csv
1000,50,0.25,600,0.2622458587090174,0.0147501742476924,rmse_table_all_1000.csv
1000,50,0.25,750,0.2399362275997797,0.0004467489690057,rmse_table_all_1000.csv
1000,50,0.25,900,0.2539277573426564,0.0022226064752554,rmse_table_all_1000.csv
1000,50,0.25,1050,0.2310883303483327,0.0097127744373696,rmse_table_all_1000.csv
1000,50,0.25,1200,0.2286035617192586,0.0025227943973196,rmse_table_all_1000.csv
1000,50,0.25,1350,0.2277865509192148,0.002944477990708,rmse_table_all_1000.csv
1000,50,0.5,200,0.3298025131225586,0.0132709979428781,rmse_table_all_1000.csv
1000,50,0.5,260,0.305366986989975,0.0045207041523261,rmse_table_all_1000.csv
1000,50,0.5,320,0.2880496263504028,0.0076558251004854,rmse_table_all_1000.csv
1000,50,0.5,380,0.2769751369953155,0.0102648259275095,rmse_table_all_1000.csv
1000,50,0.5,440,0.2709555625915527,0.0052060775481459,rmse_table_all_1000.csv
1000,50,0.5,500,0.2696141958236694,0.0042217608002453,rmse_table_all_1000.csv
1000,50,0.5,560,0.2697422683238983,0.0076048930008889,rmse_table_all_1000.csv
1000,50,0.5,620,0.2647094666957855,0.004966300364195,rmse_table_all_1000.csv
1000,50,0.5,680,0.2607098996639251,0.0028566585777938,rmse_table_all_1000.csv
1000,50,1.0,150,0.4396052837371826,0.0123829026924945,rmse_table_all_1000.csv
1000,50,1.0,170,0.4274287819862366,0.0100356132190998,rmse_table_all_1000.csv
1000,50,1.0,190,0.4192082643508911,0.0034561845633308,rmse_table_all_1000.csv
1000,50,1.0,210,0.409383076429367,0.0053888141674685,rmse_table_all_1000.csv
1000,50,1.0,230,0.4059148788452148,0.0113539776345825,rmse_table_all_1000.csv
1000,50,1.0,250,0.4071347951889038,0.0088476703335681,rmse_table_all_1000.csv
1000,50,1.0,270,0.4007293045520782,0.008220469638382,rmse_table_all_1000.csv
1000,50,1.0,290,0.4022697806358337,0.0027349165480379,rmse_table_all_1000.csv
2000,5,0.25,10,0.143430334329605,0.0115586969713653,rmse_table_all_2000.csv
2000,5,0.25,25,0.106691688299179,0.0026198787472705,rmse_table_all_2000.csv
2000,5,0.25,40,0.0991725400090217,0.0039019668075309,rmse_table_all_2000.csv
2000,5,0.25,55,0.0904189258813858,0.0026147400280107,rmse_table_all_2000.csv
2000,5,0.25,70,0.0852778442203998,0.0016714093859399,rmse_table_all_2000.csv
2000,5,0.25,85,0.0824148580431938,0.0012078127203892,rmse_table_all_2000.csv
2000,5,0.25,100,0.081501980125904,0.0013385189408436,rmse_table_all_2000.csv
2000,5,0.25,115,0.0796267427504062,0.0013030828117979,rmse_table_all_2000.csv
2000,5,0.25,130,0.0800180315971374,0.0012574049295449,rmse_table_all_2000.csv
2000,5,0.25,145,0.0798844762146473,0.0009788416506523,rmse_table_all_2000.csv
2000,5,0.25,160,0.0807528465986251,0.0008870600026065,rmse_table_all_2000.csv
2000,5,0.5,10,0.186679385602474,0.0149608519623348,rmse_table_all_2000.csv
2000,5,0.5,20,0.150808817148209,0.0084203557987977,rmse_table_all_2000.csv
2000,5,0.5,30,0.136662915349007,0.003473212057119,rmse_table_all_2000.csv
2000,5,0.5,40,0.12859048768878,0.0033559622165307,rmse_table_all_2000.csv
2000,5,0.5,50,0.125019513815641,0.002719457170911,rmse_table_all_2000.csv
2000,5,0.5,60,0.121215932816267,0.0018504873611573,rmse_table_all_2000.csv
2000,5,0.5,70,0.121765735000372,0.0024105051702885,rmse_table_all_2000.csv
2000,5,0.5,80,0.121464262157679,0.0023537132124022,rmse_table_all_2000.csv
2000,5,0.5,90,0.120684250444174,0.0025699856419294,rmse_table_all_2000.csv
2000,5,0.5,100,0.121735100448132,0.0017674413114101,rmse_table_all_2000.csv
2000,5,0.5,110,0.121887527406216,0.0020704978157631,rmse_table_all_2000.csv
2000,5,0.5,120,0.123934383690357,0.001307221836816,rmse_table_all_2000.csv
2000,5,0.5,130,0.125541458278894,0.0014708325255962,rmse_table_all_2000.csv
2000,5,0.5,140,0.125916633009911,0.0005805532572847,rmse_table_all_2000.csv
2000,5,1.0,10,0.266588705778122,0.0158836072289354,rmse_table_all_2000.csv
2000,5,1.0,20,0.201914021372795,0.0021908695852299,rmse_table_all_2000.csv
2000,5,1.0,30,0.187043440341949,0.0034663263412425,rmse_table_all_2000.csv
2000,5,1.0,40,0.184414520859718,0.0045459831766564,rmse_table_all_2000.csv
2000,5,1.0,50,0.181723183393478,0.0034737574048133,rmse_table_all_2000.csv
2000,5,1.0,60,0.186320695281029,0.0028102125952293,rmse_table_all_2000.csv
2000,5,1.0,70,0.19199655354023,0.0054910641730598,rmse_table_all_2000.csv
2000,5,1.0,80,0.193035236001015,0.0035948801282595,rmse_table_all_2000.csv
2000,5,1.0,90,0.195239359140396,0.0023288363059712,rmse_table_all_2000.csv
2000,5,1.0,100,0.199523144960403,0.0041300241363754,rmse_table_all_2000.csv
2000,5,1.0,110,0.201089334487915,0.002857529069104,rmse_table_all_2000.csv
2000,5,1.0,120,0.208008337020874,0.0018564759845671,rmse_table_all_2000.csv
2000,5,1.0,130,0.211228302121162,0.0023810866040058,rmse_table_all_2000.csv
2000,5,1.0,140,0.212134405970573,0.0014024211486806,rmse_table_all_2000.csv
2000,10,0.25,10,0.298445612192154,0.014446351506607,rmse_table_all_2000.csv
2000,10,0.25,30,0.151458346843719,0.0065235379144474,rmse_table_all_2000.csv
2000,10,0.25,50,0.13272642493248,0.0036125319162528,rmse_table_all_2000.csv
2000,10,0.25,70,0.120438493788242,0.0053044588238646,rmse_table_all_2000.csv
2000,10,0.25,90,0.108968678861856,0.0036238789492972,rmse_table_all_2000.csv
2000,10,0.25,110,0.103548195213079,0.0031350022624459,rmse_table_all_2000.csv
2000,10,0.25,130,0.0975339487195015,0.0026591897210896,rmse_table_all_2000.csv
2000,10,0.25,150,0.0956311181187629,0.0026299994632894,rmse_table_all_2000.csv
2000,10,0.25,170,0.0953136980533599,0.0022368933704756,rmse_table_all_2000.csv
2000,10,0.25,190,0.0968996651470661,0.0014946625716901,rmse_table_all_2000.csv
2000,10,0.25,210,0.0958050340414047,0.0018441082429788,rmse_table_all_2000.csv
2000,10,0.25,230,0.0959875255823135,0.0016963786347049,rmse_table_all_2000.csv
2000,10,0.5,10,0.31574285030365,0.0143538393640362,rmse_table_all_2000.csv
2000,10,0.5,20,0.225838762521744,0.0112921945982923,rmse_table_all_2000.csv
2000,10,0.5,30,0.200478912889957,0.0080502283943426,rmse_table_all_2000.csv
2000,10,0.5,40,0.182438215613365,0.0062653641263491,rmse_table_all_2000.csv
2000,10,0.5,50,0.164345499873161,0.0052765673351597,rmse_table_all_2000.csv
2000,10,0.5,60,0.153500956296921,0.0049227271703153,rmse_table_all_2000.csv
2000,10,0.5,70,0.14795268625021,0.0038604455704983,rmse_table_all_2000.csv
2000,10,0.5,80,0.142825195193291,0.0038966181825034,rmse_table_all_2000.csv
2000,10,0.5,90,0.140245172381401,0.0020033192851564,rmse_table_all_2000.csv
2000,10,0.5,100,0.139614626765251,0.0028621114364016,rmse_table_all_2000.csv
2000,10,0.5,110,0.139304429292679,0.0022757592570477,rmse_table_all_2000.csv
2000,10,0.5,120,0.13983987569809,0.0034839115058295,rmse_table_all_2000.csv
2000,10,0.5,130,0.138938681781292,0.0021513481658191,rmse_table_all_2000.csv
2000,10,0.5,140,0.138307406008244,0.0025647542107773,rmse_table_all_2000.csv
2000,10,0.5,150,0.13909609913826,0.0022366401935334,rmse_table_all_2000.csv
2000,10,0.5,160,0.139496752619743,0.0015147100014328,rmse_table_all_2000.csv
2000,10,1.0,10,0.374292081594467,0.0062942510014794,rmse_table_all_2000.csv
2000,10,1.0,20,0.292287176847458,0.0048206936867903,rmse_table_all_2000.csv
2000,10,1.0,30,0.248428317904472,0.0104242489377821,rmse_table_all_2000.csv
2000,10,1.0,40,0.241829559206963,0.0110250136236591,rmse_table_all_2000.csv
2000,10,1.0,50,0.220367956161499,0.0175910919784675,rmse_table_all_2000.csv
2000,10,1.0,60,0.21428425014019,0.0090872971760526,rmse_table_all_2000.csv
2000,10,1.0,70,0.214129590988159,0.0076180127337926,rmse_table_all_2000.csv
2000,10,1.0,80,0.212118503451347,0.0049623532793109,rmse_table_all_2000.csv
2000,10,1.0,90,0.210554757714272,0.0046683770491312,rmse_table_all_2000.csv
2000,10,1.0,100,0.206443205475807,0.004406411655836,rmse_table_all_2000.csv
2000,10,1.0,110,0.209584298729897,0.005419314674269,rmse_table_all_2000.csv
2000,10,1.0,120,0.213294503092766,0.0015627348883132,rmse_table_all_2000.csv
2000,10,1.0,130,0.218398383259773,0.0020270785917324,rmse_table_all_2000.csv
2000,10,1.0,140,0.219054669141769,0.0026225462899292,rmse_table_all_2000.csv
2000,20,0.25,100,0.164102432131767,0.0040711821760269,rmse_table_all_2000.csv
2000,20,0.25,150,0.143664020299912,0.0046728275721659,rmse_table_all_2000.csv
2000,20,0.25,200,0.132877635955811,0.0011625515112429,rmse_table_all_2000.csv
2000,20,0.25,250,0.123970817029476,0.0029156527137124,rmse_table_all_2000.csv
2000,20,0.25,300,0.122250516712666,0.0042219402042289,rmse_table_all_2000.csv
2000,20,0.25,350,0.122572591900826,0.0029311536758154,rmse_table_all_2000.csv
2000,20,0.25,400,0.124521751701832,0.000814569269487,rmse_table_all_2000.csv
2000,20,0.25,450,0.122323866188526,0.0034611616967165,rmse_table_all_2000.csv
2000,20,0.25,500,0.12498662173748,0.0030250260434061,rmse_table_all_2000.csv
2000,20,0.25,550,0.124221673607826,0.0015207669976832,rmse_table_all_2000.csv
2000,20,0.25,600,0.125654037296772,0.0037574455265395,rmse_table_all_2000.csv
2000,20,0.5,50,0.254337283968925,0.0053349952483187,rmse_table_all_2000.csv
2000,20,0.5,80,0.208287316560745,0.0092795914846332,rmse_table_all_2000.csv
2000,20,0.5,110,0.189872369170189,0.006924005441247,rmse_table_all_2000.csv
2000,20,0.5,140,0.180277553200722,0.0048536020935416,rmse_table_all_2000.csv
2000,20,0.5,170,0.171452420949936,0.0039730198861604,rmse_table_all_2000.csv
2000,20,0.5,200,0.173795694112778,0.0037336461429327,rmse_table_all_2000.csv
2000,20,0.5,230,0.168971648812294,0.0032792108737645,rmse_table_all_2000.csv
2000,20,0.5,260,0.166009837388992,0.003624328993745,rmse_table_all_2000.csv
2000,20,0.5,290,0.166197991371155,0.0033557686616257,rmse_table_all_2000.csv
2000,20,0.5,320,0.169095319509506,0.0043884256755112,rmse_table_all_2000.csv
2000,20,1.0,10,0.585110199451447,0.0195568788143307,rmse_table_all_2000.csv
2000,20,1.0,20,0.440818667411804,0.0127383549891254,rmse_table_all_2000.csv
2000,20,1.0,30,0.375044065713882,0.0074764558567714,rmse_table_all_2000.csv
2000,20,1.0,40,0.329875141382217,0.0090154812249736,rmse_table_all_2000.csv
2000,20,1.0,50,0.305745923519135,0.0145626891348074,rmse_table_all_2000.csv
2000,20,1.0,60,0.290416294336319,0.0070742966346184,rmse_table_all_2000.csv
2000,20,1.0,70,0.280827003717423,0.0064988629837867,rmse_table_all_2000.csv
2000,20,1.0,80,0.269139689207077,0.0056887964878584,rmse_table_all_2000.csv
2000,20,1.0,90,0.264222979545593,0.0049742046721646,rmse_table_all_2000.csv
2000,20,1.0,100,0.259239566326141,0.0071992009672763,rmse_table_all_2000.csv
2000,20,1.0,110,0.257598847150803,0.009383712849236,rmse_table_all_2000.csv
2000,20,1.0,120,0.254383406043053,0.0042221080934133,rmse_table_all_2000.csv
2000,20,1.0,130,0.256511515378952,0.0065777057781673,rmse_table_all_2000.csv
2000,20,1.0,140,0.253891095519066,0.0044661870269133,rmse_table_all_2000.csv
2000,50,0.25,100,0.313278022408485,0.0065053556594443,rmse_table_all_2000.csv
2000,50,0.25,200,0.234417551755905,0.0043537145689883,rmse_table_all_2000.csv
2000,50,0.25,300,0.207357783615589,0.0047274526552902,rmse_table_all_2000.csv
2000,50,0.25,400,0.196268479526043,0.0037850044399093,rmse_table_all_2000.csv
2000,50,0.25,500,0.187019522488117,0.0047715353859944,rmse_table_all_2000.csv
2000,50,0.25,600,0.188940595090389,0.0051912714827129,rmse_table_all_2000.csv
2000,50,0.25,700,0.193108078837395,0.0088632820266094,rmse_table_all_2000.csv
2000,50,0.25,800,0.194438542425632,0.0112810148476411,rmse_table_all_2000.csv
2000,50,0.5,100,0.353178799152374,0.004270810621296,rmse_table_all_2000.csv
2000,50,0.5,150,0.306297123432159,0.0100366556872788,rmse_table_all_2000.csv
2000,50,0.5,200,0.274561828374863,0.0078997432410363,rmse_table_all_2000.csv
2000,50,0.5,250,0.260416901111603,0.0043925673782317,rmse_table_all_2000.csv
2000,50,0.5,300,0.2554243683815,0.0061580018361879,rmse_table_all_2000.csv
2000,50,0.5,350,0.250470364093781,0.0063730600210574,rmse_table_all_2000.csv
2000,50,0.5,400,0.246193563938141,0.0059992790933314,rmse_table_all_2000.csv
2000,50,0.5,450,0.24424332678318,0.003604718196374,rmse_table_all_2000.csv
2000,50,0.5,500,0.23980787396431,0.0041458625301107,rmse_table_all_2000.csv
2000,50,0.5,550,0.237755399942398,0.0019153372201814,rmse_table_all_2000.csv
2000,50,0.5,600,0.240652415156364,0.0052418663515691,rmse_table_all_2000.csv
2000,50,1.0,10,0.806173455715179,0.0142126131757744,rmse_table_all_2000.csv
2000,50,1.0,30,0.618318784236908,0.0207609726087184,rmse_table_all_2000.csv
2000,50,1.0,50,0.520290362834931,0.0112389152732095,rmse_table_all_2000.csv
2000,50,1.0,70,0.480564057826996,0.0110587253713321,rmse_table_all_2000.csv
2000,50,1.0,90,0.434116262197495,0.0174883673278479,rmse_table_all_2000.csv
2000,50,1.0,110,0.422453629970551,0.0093124407950648,rmse_table_all_2000.csv
2000,50,1.0,130,0.403202050924301,0.0098154572778257,rmse_table_all_2000.csv
2000,50,1.0,150,0.384770703315735,0.0099025819623498,rmse_table_all_2000.csv
2000,50,1.0,170,0.37829715013504,0.0104430257190015,rmse_table_all_2000.csv
2000,50,1.0,190,0.375464063882828,0.0099482920503366,rmse_table_all_2000.csv
2000,50,1.0,210,0.368611747026444,0.008264248875164,rmse_table_all_2000.csv
2000,50,1.0,230,0.3597796022892,0.0046878272839231,rmse_table_all_2000.csv
2000,50,1.0,250,0.357031118869782,0.0076993713869155,rmse_table_all_2000.csv
2000,50,1.0,270,0.357512176036835,0.0075114212799084,rmse_table_all_2000.csv
2000,50,1.0,290,0.358933758735657,0.0025663890618138,rmse_table_all_2000.csv
5000,5,0.25,10,0.129513827711344,0.0118727975154936,rmse_table_all_5000.csv
5000,5,0.25,20,0.0826536312699317,0.0025874963155403,rmse_table_all_5000.csv
5000,5,0.25,30,0.078514214605093,0.0047508125144751,rmse_table_all_5000.csv
5000,5,0.25,40,0.0716192662715911,0.0017938348483338,rmse_table_all_5000.csv
5000,5,0.25,50,0.0679709285497665,0.0016579150713952,rmse_table_all_5000.csv
5000,5,0.25,60,0.0657592579722404,0.0020436608734566,rmse_table_all_5000.csv
5000,5,0.25,70,0.0636103861033916,0.0017435517058547,rmse_table_all_5000.csv
5000,5,0.25,80,0.0610538974404335,0.0009848983394728,rmse_table_all_5000.csv
5000,5,0.25,90,0.0593041516840457,0.0012340770645704,rmse_table_all_5000.csv
